afsc,doc_type,category,first_page,last_page,page_count,ksa_cues,mapping_terms,text_length,score,sample_text
45S1,AFOCD,Operations,186,186,1,7,2,3329,17.83,"DAFOCD, 31 Oct 24 AFSC 45S4*, Staff AFSC 45S3*, Qualified AFSC 45S1*, Entry SURGEON (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats, by surgical and conservative means, disea"
45S3,AFOCD,Operations,186,186,1,7,2,3329,17.83,"DAFOCD, 31 Oct 24 AFSC 45S4*, Staff AFSC 45S3*, Qualified AFSC 45S1*, Entry SURGEON (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats, by surgical and conservative means, disea"
45S4,AFOCD,Operations,186,186,1,7,2,3329,17.83,"DAFOCD, 31 Oct 24 AFSC 45S4*, Staff AFSC 45S3*, Qualified AFSC 45S1*, Entry SURGEON (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats, by surgical and conservative means, disea"
44M1,AFOCD,Operations,169,169,1,7,2,3163,17.82,"DAFOCD, 31 Oct 24 AFSC 44M4*, Staff AFSC 44M3*, Qualified AFSC 44M1*, Entry INTERNAL MEDICINE PHYSICIAN (Changed 30 Apr 24) 1. Specialty Summary. Diagnoses diseases and renders nonsurgical care; provi"
44M3,AFOCD,Operations,169,169,1,7,2,3163,17.82,"DAFOCD, 31 Oct 24 AFSC 44M4*, Staff AFSC 44M3*, Qualified AFSC 44M1*, Entry INTERNAL MEDICINE PHYSICIAN (Changed 30 Apr 24) 1. Specialty Summary. Diagnoses diseases and renders nonsurgical care; provi"
44M4,AFOCD,Operations,169,169,1,7,2,3163,17.82,"DAFOCD, 31 Oct 24 AFSC 44M4*, Staff AFSC 44M3*, Qualified AFSC 44M1*, Entry INTERNAL MEDICINE PHYSICIAN (Changed 30 Apr 24) 1. Specialty Summary. Diagnoses diseases and renders nonsurgical care; provi"
44T1,AFOCD,Operations,175,175,1,7,2,3220,17.82,"DAFOCD, 31 Oct 24 AFSC 44T4, Staff AFSC 44T3, Qualified AFSC 44T1, Entry RADIATION ONCOLOGIST (Changed 30 Apr 24) 1. Specialty Summary. Participates in the multi-disciplinary management of cancer pati"
44T3,AFOCD,Operations,175,175,1,7,2,3220,17.82,"DAFOCD, 31 Oct 24 AFSC 44T4, Staff AFSC 44T3, Qualified AFSC 44T1, Entry RADIATION ONCOLOGIST (Changed 30 Apr 24) 1. Specialty Summary. Participates in the multi-disciplinary management of cancer pati"
44T4,AFOCD,Operations,175,175,1,7,2,3220,17.82,"DAFOCD, 31 Oct 24 AFSC 44T4, Staff AFSC 44T3, Qualified AFSC 44T1, Entry RADIATION ONCOLOGIST (Changed 30 Apr 24) 1. Specialty Summary. Participates in the multi-disciplinary management of cancer pati"
45E1,AFOCD,Operations,182,182,1,7,2,3181,17.82,"DAFOCD, 31 Oct 24 AFSC 45E4*, Staff AFSC 45E3*, Qualified AFSC 45E1*, Entry OPHTHALMOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats, by surgical and conservative mean"
45E3,AFOCD,Operations,182,182,1,7,2,3181,17.82,"DAFOCD, 31 Oct 24 AFSC 45E4*, Staff AFSC 45E3*, Qualified AFSC 45E1*, Entry OPHTHALMOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats, by surgical and conservative mean"
45E4,AFOCD,Operations,182,182,1,7,2,3181,17.82,"DAFOCD, 31 Oct 24 AFSC 45E4*, Staff AFSC 45E3*, Qualified AFSC 45E1*, Entry OPHTHALMOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats, by surgical and conservative mean"
45U3,AFOCD,Operations,187,187,1,7,2,3109,17.81,"DAFOCD, 31 Oct 24 AFSC 45U4*, Staff AFSC 45U3*, Qualified AFSC 45U1*, Entry UROLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats, by surgical and conservative means, inj"
45U4,AFOCD,Operations,187,187,1,7,2,3109,17.81,"DAFOCD, 31 Oct 24 AFSC 45U4*, Staff AFSC 45U3*, Qualified AFSC 45U1*, Entry UROLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats, by surgical and conservative means, inj"
47H1,AFOCD,Operations,204,204,1,7,2,3075,17.81,"DAFOCD, 31 Oct 24 AFSC 47H4, Staff AFSC 47H3, Qualified AFSC 47H1, Entry PERIODONTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases and destructive processes of in"
47H3,AFOCD,Operations,204,204,1,7,2,3075,17.81,"DAFOCD, 31 Oct 24 AFSC 47H4, Staff AFSC 47H3, Qualified AFSC 47H1, Entry PERIODONTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases and destructive processes of in"
47H4,AFOCD,Operations,204,204,1,7,2,3075,17.81,"DAFOCD, 31 Oct 24 AFSC 47H4, Staff AFSC 47H3, Qualified AFSC 47H1, Entry PERIODONTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases and destructive processes of in"
44G1,AFOCD,Operations,165,165,1,7,2,3015,17.8,"DAFOCD, 31 Oct 24 AFSC 44G4, Staff AFSC 44G3, Qualified AFSC 44G1, Entry GENERAL PRACTICE PHYSICIAN (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases and injuries; man"
44G3,AFOCD,Operations,165,165,1,7,2,3015,17.8,"DAFOCD, 31 Oct 24 AFSC 44G4, Staff AFSC 44G3, Qualified AFSC 44G1, Entry GENERAL PRACTICE PHYSICIAN (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases and injuries; man"
44G4,AFOCD,Operations,165,165,1,7,2,3015,17.8,"DAFOCD, 31 Oct 24 AFSC 44G4, Staff AFSC 44G3, Qualified AFSC 44G1, Entry GENERAL PRACTICE PHYSICIAN (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases and injuries; man"
44P1,AFOCD,Operations,172,172,1,7,2,2963,17.8,"DAFOCD, 31 Oct 24 AFSC 44P4*, Staff AFSC 44P3*, Qualified AFSC 44P1*, Entry PSYCHIATRIST (Changed 30 Apr 2024) 1. Specialty Summary. Examines, evaluates, diagnoses, and treats psychiatric disorders; m"
44P3,AFOCD,Operations,172,172,1,7,2,2963,17.8,"DAFOCD, 31 Oct 24 AFSC 44P4*, Staff AFSC 44P3*, Qualified AFSC 44P1*, Entry PSYCHIATRIST (Changed 30 Apr 2024) 1. Specialty Summary. Examines, evaluates, diagnoses, and treats psychiatric disorders; m"
44P4,AFOCD,Operations,172,172,1,7,2,2963,17.8,"DAFOCD, 31 Oct 24 AFSC 44P4*, Staff AFSC 44P3*, Qualified AFSC 44P1*, Entry PSYCHIATRIST (Changed 30 Apr 2024) 1. Specialty Summary. Examines, evaluates, diagnoses, and treats psychiatric disorders; m"
44Y1,AFOCD,Operations,177,177,1,7,2,3004,17.8,"DAFOCD, 31 Oct 24 AFSC 44Y4*, Staff AFSC 44Y3*, Qualified AFSC 44Y1*, Entry CRITICAL CARE MEDICINE PHYSICIAN (Changed 30 Apr 24) 1. Specialty Summary. Examines, diagnoses, and treats, by surgical and"
44Y3,AFOCD,Operations,177,177,1,7,2,3004,17.8,"DAFOCD, 31 Oct 24 AFSC 44Y4*, Staff AFSC 44Y3*, Qualified AFSC 44Y1*, Entry CRITICAL CARE MEDICINE PHYSICIAN (Changed 30 Apr 24) 1. Specialty Summary. Examines, diagnoses, and treats, by surgical and"
44Y4,AFOCD,Operations,177,177,1,7,2,3004,17.8,"DAFOCD, 31 Oct 24 AFSC 44Y4*, Staff AFSC 44Y3*, Qualified AFSC 44Y1*, Entry CRITICAL CARE MEDICINE PHYSICIAN (Changed 30 Apr 24) 1. Specialty Summary. Examines, diagnoses, and treats, by surgical and"
44K1,AFOCD,Operations,168,168,1,7,2,2903,17.79,"DAFOCD, 31 Oct 24 AFSC 44K4*, Staff AFSC 44K3*, Qualified AFSC 44K1*, Entry PEDIATRICIAN (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases and injuries of infants and"
44K3,AFOCD,Operations,168,168,1,7,2,2903,17.79,"DAFOCD, 31 Oct 24 AFSC 44K4*, Staff AFSC 44K3*, Qualified AFSC 44K1*, Entry PEDIATRICIAN (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases and injuries of infants and"
44K4,AFOCD,Operations,168,168,1,7,2,2903,17.79,"DAFOCD, 31 Oct 24 AFSC 44K4*, Staff AFSC 44K3*, Qualified AFSC 44K1*, Entry PEDIATRICIAN (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases and injuries of infants and"
45A1,AFOCD,Operations,180,180,1,7,2,2914,17.79,"DAFOCD, 31 Oct 24 AFSC 45A4* Staff AFSC 45A3* Qualified AFSC 45A1* Entry ANESTHESIOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Administers general and local anesthetics; manages anesthesiological"
45A3,AFOCD,Operations,180,180,1,7,2,2914,17.79,"DAFOCD, 31 Oct 24 AFSC 45A4* Staff AFSC 45A3* Qualified AFSC 45A1* Entry ANESTHESIOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Administers general and local anesthetics; manages anesthesiological"
45A4,AFOCD,Operations,180,180,1,7,2,2914,17.79,"DAFOCD, 31 Oct 24 AFSC 45A4* Staff AFSC 45A3* Qualified AFSC 45A1* Entry ANESTHESIOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Administers general and local anesthetics; manages anesthesiological"
45P1,AFOCD,Operations,185,185,1,7,2,2913,17.79,"DAFOCD, 31 Oct 24 AFSC 45P4, Staff AFSC 45P3, Qualified AFSC 45P1, Entry PHYSICAL MEDICINE PHYSICIAN (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats disabling conditions. Man"
45P3,AFOCD,Operations,185,185,1,7,2,2913,17.79,"DAFOCD, 31 Oct 24 AFSC 45P4, Staff AFSC 45P3, Qualified AFSC 45P1, Entry PHYSICAL MEDICINE PHYSICIAN (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats disabling conditions. Man"
45P4,AFOCD,Operations,185,185,1,7,2,2913,17.79,"DAFOCD, 31 Oct 24 AFSC 45P4, Staff AFSC 45P3, Qualified AFSC 45P1, Entry PHYSICAL MEDICINE PHYSICIAN (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats disabling conditions. Man"
47E1,AFOCD,Operations,201,201,1,7,2,2936,17.79,"DAFOCD, 31 Oct 24 AFSC 47E4, Staff AFSC 47E3, Qualified AFSC 47E1, Entry ENDODONTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases and destructive processes, inclu"
47E3,AFOCD,Operations,201,201,1,7,2,2936,17.79,"DAFOCD, 31 Oct 24 AFSC 47E4, Staff AFSC 47E3, Qualified AFSC 47E1, Entry ENDODONTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases and destructive processes, inclu"
47E4,AFOCD,Operations,201,201,1,7,2,2936,17.79,"DAFOCD, 31 Oct 24 AFSC 47E4, Staff AFSC 47E3, Qualified AFSC 47E1, Entry ENDODONTIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases and destructive processes, inclu"
44N1,AFOCD,Operations,170,170,1,7,2,2788,17.78,"DAFOCD, 31 Oct 24 AFSC 44N4*, Staff AFSC 44N3*, Qualified AFSC 44N1*, Entry NEUROLOGIST (Changed 30 Apr 24) 1. Specialty Summary. Examines, diagnoses, and treats diseases and disorders of the nervous"
44N3,AFOCD,Operations,170,170,1,7,2,2788,17.78,"DAFOCD, 31 Oct 24 AFSC 44N4*, Staff AFSC 44N3*, Qualified AFSC 44N1*, Entry NEUROLOGIST (Changed 30 Apr 24) 1. Specialty Summary. Examines, diagnoses, and treats diseases and disorders of the nervous"
44N4,AFOCD,Operations,170,170,1,7,2,2788,17.78,"DAFOCD, 31 Oct 24 AFSC 44N4*, Staff AFSC 44N3*, Qualified AFSC 44N1*, Entry NEUROLOGIST (Changed 30 Apr 24) 1. Specialty Summary. Examines, diagnoses, and treats diseases and disorders of the nervous"
44S1,AFOCD,Operations,174,174,1,7,2,2837,17.78,"DAFOCD, 31 Oct 24 AFSC 44S4*, Staff AFSC 44S3*, Qualified AFSC 44S1*, Entry DERMATOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases of skin. Manages dermatolog"
44S3,AFOCD,Operations,174,174,1,7,2,2837,17.78,"DAFOCD, 31 Oct 24 AFSC 44S4*, Staff AFSC 44S3*, Qualified AFSC 44S1*, Entry DERMATOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases of skin. Manages dermatolog"
44S4,AFOCD,Operations,174,174,1,7,2,2837,17.78,"DAFOCD, 31 Oct 24 AFSC 44S4*, Staff AFSC 44S3*, Qualified AFSC 44S1*, Entry DERMATOLOGIST (Changed 31 Oct 23) 1. Specialty Summary. Examines, diagnoses, and treats diseases of skin. Manages dermatolog"
43B3,AFOCD,Operations,148,148,1,7,2,2656,17.77,"DAFOCD, 31 Oct 24 AFSC 43B4, Staff AFSC 43B3, Qualified BIOMEDICAL SCIENTIST (Changed 31 Oct 17) 1. Specialty Summary. Plans, administers, leads and manages multi-disciplinary professional programs an"
43B4,AFOCD,Operations,148,148,1,7,2,2656,17.77,"DAFOCD, 31 Oct 24 AFSC 43B4, Staff AFSC 43B3, Qualified BIOMEDICAL SCIENTIST (Changed 31 Oct 17) 1. Specialty Summary. Plans, administers, leads and manages multi-disciplinary professional programs an"
44J1,AFOCD,Operations,167,167,1,7,2,2516,17.75,"DAFOCD, 31 Oct 24 AFSC 44J4, Staff AFSC 44J3, Qualified AFSC 44J1, Entry MEDICAL GENETICIST AND GENOMICIST (Changed 30 Apr 24) 1. Specialty Summary. Evaluates, examines, diagnoses and treats genetic d"
44J3,AFOCD,Operations,167,167,1,7,2,2516,17.75,"DAFOCD, 31 Oct 24 AFSC 44J4, Staff AFSC 44J3, Qualified AFSC 44J1, Entry MEDICAL GENETICIST AND GENOMICIST (Changed 30 Apr 24) 1. Specialty Summary. Evaluates, examines, diagnoses and treats genetic d"
44J4,AFOCD,Operations,167,167,1,7,2,2516,17.75,"DAFOCD, 31 Oct 24 AFSC 44J4, Staff AFSC 44J3, Qualified AFSC 44J1, Entry MEDICAL GENETICIST AND GENOMICIST (Changed 30 Apr 24) 1. Specialty Summary. Evaluates, examines, diagnoses and treats genetic d"
12K1,AFOCD,Operations,51,51,1,7,2,2447,17.74,"DAFOCD, 31 Oct 24 AFSC 12K4*, Staff AFSC 12K3*, Qualified AFSC 12K1*, Entry/Student TRAINER COMBAT SYSTEMS OFFICER (Changed 31 Oct 24) 1. Specialty Summary. Performs duties of a trainer CSO to accomp"
12K3,AFOCD,Operations,51,51,1,7,2,2447,17.74,"DAFOCD, 31 Oct 24 AFSC 12K4*, Staff AFSC 12K3*, Qualified AFSC 12K1*, Entry/Student TRAINER COMBAT SYSTEMS OFFICER (Changed 31 Oct 24) 1. Specialty Summary. Performs duties of a trainer CSO to accomp"
12K3B,AFOCD,Operations,51,51,1,7,2,2447,17.74,"DAFOCD, 31 Oct 24 AFSC 12K4*, Staff AFSC 12K3*, Qualified AFSC 12K1*, Entry/Student TRAINER COMBAT SYSTEMS OFFICER (Changed 31 Oct 24) 1. Specialty Summary. Performs duties of a trainer CSO to accomp"
12K3D,AFOCD,Operations,51,51,1,7,2,2447,17.74,"DAFOCD, 31 Oct 24 AFSC 12K4*, Staff AFSC 12K3*, Qualified AFSC 12K1*, Entry/Student TRAINER COMBAT SYSTEMS OFFICER (Changed 31 Oct 24) 1. Specialty Summary. Performs duties of a trainer CSO to accomp"
12K4,AFOCD,Operations,51,51,1,7,2,2447,17.74,"DAFOCD, 31 Oct 24 AFSC 12K4*, Staff AFSC 12K3*, Qualified AFSC 12K1*, Entry/Student TRAINER COMBAT SYSTEMS OFFICER (Changed 31 Oct 24) 1. Specialty Summary. Performs duties of a trainer CSO to accomp"
16R1,AFOCD,Operations,89,89,1,7,2,2365,17.74,"DAFOCD, 31 Oct 24 AFSC 16R4, Staff AFSC 16R3, Qualified AFSC 16R1, Entry PLANNING AND PROGRAMMING 1. Specialty Summary. Develops and writes Air Force, joint services, and combined plans, programs, and"
16R3,AFOCD,Operations,89,89,1,7,2,2365,17.74,"DAFOCD, 31 Oct 24 AFSC 16R4, Staff AFSC 16R3, Qualified AFSC 16R1, Entry PLANNING AND PROGRAMMING 1. Specialty Summary. Develops and writes Air Force, joint services, and combined plans, programs, and"
16R4,AFOCD,Operations,89,89,1,7,2,2365,17.74,"DAFOCD, 31 Oct 24 AFSC 16R4, Staff AFSC 16R3, Qualified AFSC 16R1, Entry PLANNING AND PROGRAMMING 1. Specialty Summary. Develops and writes Air Force, joint services, and combined plans, programs, and"
44Z1,AFOCD,Operations,178,178,1,7,2,2433,17.74,"DAFOCD, 31 Oct 24 AFSC 44Z4, Staff AFSC 44Z3, Qualified AFSC 44Z1, Entry ALLERGIST AND IMMUNOLOGIST (Changed 30 Apr 24) 1. Specialty Summary. Examines, diagnoses, performs diagnostic tests, and treats"
44Z3,AFOCD,Operations,178,178,1,7,2,2433,17.74,"DAFOCD, 31 Oct 24 AFSC 44Z4, Staff AFSC 44Z3, Qualified AFSC 44Z1, Entry ALLERGIST AND IMMUNOLOGIST (Changed 30 Apr 24) 1. Specialty Summary. Examines, diagnoses, performs diagnostic tests, and treats"
44Z4,AFOCD,Operations,178,178,1,7,2,2433,17.74,"DAFOCD, 31 Oct 24 AFSC 44Z4, Staff AFSC 44Z3, Qualified AFSC 44Z1, Entry ALLERGIST AND IMMUNOLOGIST (Changed 30 Apr 24) 1. Specialty Summary. Examines, diagnoses, performs diagnostic tests, and treats"
11K1,AFOCD,Operations,39,39,1,7,2,2308,17.73,"DAFOCD, 31 Oct 24 AFSC 11K4*, Staff AFSC 11K3*, Aircraft Commander AFSC 11K1*, Entry/Student TRAINER PILOT (Changed 30 Apr 24) 1. Specialty Summary. Pilots trainer aircraft to accomplish the pilot tra"
11K3,AFOCD,Operations,39,39,1,7,2,2308,17.73,"DAFOCD, 31 Oct 24 AFSC 11K4*, Staff AFSC 11K3*, Aircraft Commander AFSC 11K1*, Entry/Student TRAINER PILOT (Changed 30 Apr 24) 1. Specialty Summary. Pilots trainer aircraft to accomplish the pilot tra"
11K4,AFOCD,Operations,39,39,1,7,2,2308,17.73,"DAFOCD, 31 Oct 24 AFSC 11K4*, Staff AFSC 11K3*, Aircraft Commander AFSC 11K1*, Entry/Student TRAINER PILOT (Changed 30 Apr 24) 1. Specialty Summary. Pilots trainer aircraft to accomplish the pilot tra"
44O3,AFOCD,Operations,171,171,1,7,2,1941,17.69,"DAFOCD, 31 Oct 24 AFSC 44O4, Staff AFSC 44O3, Qualified PHYSICIAN (Changed 31 Oct 23) 1. Specialty Summary. Plans and administers medical services, policies or programs in leadership or staff position"
44O4,AFOCD,Operations,171,171,1,7,2,1941,17.69,"DAFOCD, 31 Oct 24 AFSC 44O4, Staff AFSC 44O3, Qualified PHYSICIAN (Changed 31 Oct 23) 1. Specialty Summary. Plans and administers medical services, policies or programs in leadership or staff position"
17D3A,AFOCD,Operations,21,22,2,5,4,6547,17.65,"DAFOCD, 31 Oct 24 PREFIX S SAFETY (Changed 31 Oct 24) Prefix S identifies positions on manning documents and officers serving in or qualified to serve in positions requiring functional area expertise"
11G3,AFOCD,Operations,37,37,1,7,2,1233,17.62,"DAFOCD, 31 Oct 24 11G4, Staff AFSC 11G3, Qualified AFSC GENERALIST PILOT (Changed 30 Apr 14, Effective 25 Oct 13) 1. Specialty Summary. Develops plans and policies, monitors and evaluates operations,"
11G4,AFOCD,Operations,37,37,1,7,2,1233,17.62,"DAFOCD, 31 Oct 24 11G4, Staff AFSC 11G3, Qualified AFSC GENERALIST PILOT (Changed 30 Apr 14, Effective 25 Oct 13) 1. Specialty Summary. Develops plans and policies, monitors and evaluates operations,"
88I0,AFOCD,Operations,264,264,1,6,3,4705,17.47,"DAFOCD, 31 Oct 24 SDI 88I0 INNOVATION OFFICER (Established 31 Oct 22) 1. Special Duty Summary: The primary purpose of this position is to provide a professional pathway for those experienced in naviga"
87G0,AFOCD,Operations,258,258,1,6,3,2773,17.28,"DAFOCD, 31 Oct 24 SDI 87G0 WING INSPECTOR GENERAL (Changed 30 Apr 18) 1. Special Duty Summary. Plans, directs, conducts, and manages all Wing Inspector General (IG) programs. Provides policy guidance,"
81T0,AFOCD,Operations,251,251,1,6,3,2570,17.26,"DAFOCD, 31 Oct 24 SDI 81T0 INSTRUCTOR 1. Special Duty Summary. Instructs personnel in academic subjects. Related DoD Occupational Group: 251100. 2. Duties and Responsibilities: 2.1. Organizes and prep"
81C0,AFOCD,Operations,248,248,1,6,3,1973,17.2,"DAFOCD, 31 Oct 24 SDI 81C0 INSTRUCTOR, OFFICER TRAINING SCHOOL (Changed 30 Apr 19) 1. Special Duty Summary. Commands, instructs, evaluates, counsels, and monitors all student training phases. Related"
81D0,AFOCD,Operations,249,249,1,6,3,1948,17.19,"DAFOCD, 31 Oct 24 SDI 81D0 AIR FORCE RESERVE OFFICER TRAINING CORPS DETACHMENT COMMANDER AND PROFESSOR OF AEROSPACE STUDIES (Established 30 Apr20) 1. Special Duty Summary. Commands, leads, directs and"
13L3,AFOCD,Operations,23,24,2,7,1,4450,16.95,"DAFOCD, 31 Oct 24 PREFIX T FORMAL TRAINING INSTRUCTOR (Changed 31 Oct 24) Prefix T identifies positions on manning documents and officers serving in, or qualified to serve in, positions as instructor"
81L0,AFOCD,Operations,7,250,2,7,1,3214,16.82,"DAFOCD, 31 Oct 24 PREFIX B SQUADRON OPERATIONS/OPERATIONS SUPPORT OFFICER (Changed 31 Oct 24) Prefix B identifies positions on manning documents and officers serving in, or qualified to serve in, pos"
89D0,AFOCD,Operations,269,269,1,7,1,4836,16.48,"DAFOCD, 31 Oct 24 89D0, Air Advisor (Advanced) 89E0, Air Advisor (Advanced) Team Leader 89F0, Air Advisor (Advanced) Mission Commander Officer Air Advisor Advanced (Changed 31 Oct 22) 1. Specialty Sum"
89E0,AFOCD,Operations,269,269,1,7,1,4836,16.48,"DAFOCD, 31 Oct 24 89D0, Air Advisor (Advanced) 89E0, Air Advisor (Advanced) Team Leader 89F0, Air Advisor (Advanced) Mission Commander Officer Air Advisor Advanced (Changed 31 Oct 22) 1. Specialty Sum"
89F0,AFOCD,Operations,269,269,1,7,1,4836,16.48,"DAFOCD, 31 Oct 24 89D0, Air Advisor (Advanced) 89E0, Air Advisor (Advanced) Team Leader 89F0, Air Advisor (Advanced) Mission Commander Officer Air Advisor Advanced (Changed 31 Oct 22) 1. Specialty Sum"
42P1,AFOCD,Operations,143,143,1,7,1,3916,16.39,"DAFOCD, 31 Oct 24 AFSC 42P4*, Staff AFSC 42P3*, Qualified AFSC 42P1*, Entry CLINICAL PSYCHOLOGIST (Changed 31 Oct 21) 1. Specialty Summary. Applies psychological principles and techniques to problems"
42P3,AFOCD,Operations,143,143,1,7,1,3916,16.39,"DAFOCD, 31 Oct 24 AFSC 42P4*, Staff AFSC 42P3*, Qualified AFSC 42P1*, Entry CLINICAL PSYCHOLOGIST (Changed 31 Oct 21) 1. Specialty Summary. Applies psychological principles and techniques to problems"
42P4,AFOCD,Operations,143,143,1,7,1,3916,16.39,"DAFOCD, 31 Oct 24 AFSC 42P4*, Staff AFSC 42P3*, Qualified AFSC 42P1*, Entry CLINICAL PSYCHOLOGIST (Changed 31 Oct 21) 1. Specialty Summary. Applies psychological principles and techniques to problems"
45G1,AFOCD,Operations,183,183,1,7,1,3450,16.34,"DAFOCD, 31 Oct 24 AFSC 45G4*, Staff AFSC 45G3*, Qualified AFSC 45G1*, Entry GYNECOLOGIC SURGEON AND OBSTETRICIAN (Changed 30 Apr 24) 1. Specialty Summary. Prescribes prenatal and postnatal care; perfo"
45G3,AFOCD,Operations,183,183,1,7,1,3450,16.34,"DAFOCD, 31 Oct 24 AFSC 45G4*, Staff AFSC 45G3*, Qualified AFSC 45G1*, Entry GYNECOLOGIC SURGEON AND OBSTETRICIAN (Changed 30 Apr 24) 1. Specialty Summary. Prescribes prenatal and postnatal care; perfo"
45G4,AFOCD,Operations,183,183,1,7,1,3450,16.34,"DAFOCD, 31 Oct 24 AFSC 45G4*, Staff AFSC 45G3*, Qualified AFSC 45G1*, Entry GYNECOLOGIC SURGEON AND OBSTETRICIAN (Changed 30 Apr 24) 1. Specialty Summary. Prescribes prenatal and postnatal care; perfo"
18E1,AFOCD,Operations,100,100,1,7,1,3127,16.31,"DAFOCD, 31 Oct 24 AFSC 18E4*, Staff AFSC 18E3*, Qualified AFSC 18E1*, Entry/Student EXPERIMENTAL TEST REMOTELY PILOTED AIRCRAFT PILOT (Changed 30 Apr17) 1. Specialty Summary. Plans, conducts, directs,"
18E3,AFOCD,Operations,100,100,1,7,1,3127,16.31,"DAFOCD, 31 Oct 24 AFSC 18E4*, Staff AFSC 18E3*, Qualified AFSC 18E1*, Entry/Student EXPERIMENTAL TEST REMOTELY PILOTED AIRCRAFT PILOT (Changed 30 Apr17) 1. Specialty Summary. Plans, conducts, directs,"
18E4,AFOCD,Operations,100,100,1,7,1,3127,16.31,"DAFOCD, 31 Oct 24 AFSC 18E4*, Staff AFSC 18E3*, Qualified AFSC 18E1*, Entry/Student EXPERIMENTAL TEST REMOTELY PILOTED AIRCRAFT PILOT (Changed 30 Apr17) 1. Specialty Summary. Plans, conducts, directs,"
11E1,AFOCD,Operations,35,35,1,7,1,2965,16.3,"DAFOCD, 31 Oct 24 AFSC 11E4*, Staff AFSC 11E3*, Aircraft Commander AFSC 11E1*, Entry/Student EXPERIMENTAL TEST PILOT (Changed 30 Apr 17) 1. Specialty Summary. Plans, conducts, directs, and reports on"
11E3,AFOCD,Operations,35,35,1,7,1,2965,16.3,"DAFOCD, 31 Oct 24 AFSC 11E4*, Staff AFSC 11E3*, Aircraft Commander AFSC 11E1*, Entry/Student EXPERIMENTAL TEST PILOT (Changed 30 Apr 17) 1. Specialty Summary. Plans, conducts, directs, and reports on"
11E4,AFOCD,Operations,35,35,1,7,1,2965,16.3,"DAFOCD, 31 Oct 24 AFSC 11E4*, Staff AFSC 11E3*, Aircraft Commander AFSC 11E1*, Entry/Student EXPERIMENTAL TEST PILOT (Changed 30 Apr 17) 1. Specialty Summary. Plans, conducts, directs, and reports on"
12E1,AFOCD,Operations,47,47,1,7,1,2946,16.29,"DAFOCD, 31 Oct 24 AFSC 12E4*, Staff AFSC 12E3*, Qualified AFSC 12E1*, Entry/Student EXPERIMENTAL TEST COMBAT SYSTEMS OFFICER (Changed 30 Apr 17) 1. Specialty Summary. Plans, conducts, directs, and rep"
12E3,AFOCD,Operations,47,47,1,7,1,2946,16.29,"DAFOCD, 31 Oct 24 AFSC 12E4*, Staff AFSC 12E3*, Qualified AFSC 12E1*, Entry/Student EXPERIMENTAL TEST COMBAT SYSTEMS OFFICER (Changed 30 Apr 17) 1. Specialty Summary. Plans, conducts, directs, and rep"
12E3S,AFOCD,Operations,47,47,1,7,1,2946,16.29,"DAFOCD, 31 Oct 24 AFSC 12E4*, Staff AFSC 12E3*, Qualified AFSC 12E1*, Entry/Student EXPERIMENTAL TEST COMBAT SYSTEMS OFFICER (Changed 30 Apr 17) 1. Specialty Summary. Plans, conducts, directs, and rep"
